code_commune_insee;nom_de_la_commune;code_postal;ligne_5;libelle_d_acheminement;coordonnees_gps
91318;JANVILLE SUR JUINE;91510;;JANVILLE SUR JUINE;48.500973869,2.253406735
82114;MONBEQUI;82170;;MONBEQUI;43.891497678,1.232029994
80185;CHAMPIEN;80700;;CHAMPIEN;49.695774768,2.857910151
91338;LIMOURS;91470;;LIMOURS;48.646649279,2.080778322
82117;MONTAIGU DE QUERCY;82150;;MONTAIGU DE QUERCY;44.340900597,1.032400926
80188;CHAUSSOY EPAGNY;80250;;CHAUSSOY EPAGNY;49.72161416,2.328653098
91345;LONGJUMEAU;91160;;LONGJUMEAU;48.689811714,2.30290407
82123;MONTBARTIER;82700;;MONTBARTIER;43.914740193,1.286076903
80189;LA CHAVATTE;80700;;LA CHAVATTE;49.755810436,2.763868364
91399;MESPUITS;91150;;MESPUITS;48.358359622,2.277034492
82124;MONTBETON;82290;;MONTBETON;44.013487619,1.270433758
80191;CHILLY;80170;;CHILLY;49.796854889,2.769662046
91433;MORIGNY CHAMPIGNY;91150;;MORIGNY CHAMPIGNY;48.440625713,2.207385974
82127;MONTESQUIEU;82200;;MONTESQUIEU;44.179023694,1.062485589
80192;CHIPILLY;80800;;CHIPILLY;49.917380735,2.651355548
91473;ORVEAU;91590;;ORVEAU;48.449035789,2.296459096
82131;MONTPEZAT DE QUERCY;82270;;MONTPEZAT DE QUERCY;44.24003344,1.473346576
80193;CHIRMONT;80250;;CHIRMONT;49.715441606,2.371469654
91482;PECQUEUSE;91470;;PECQUEUSE;48.648531731,2.035941043
82135;NOHIC;82370;;NOHIC;43.888269752,1.438147675
80196;CITERNE;80490;;CITERNE;49.979010818,1.817225025
91508;PUISELET LE MARAIS;91150;;PUISELET LE MARAIS;48.399423569,2.263725871
82137;PARISOT;82160;;PARISOT;44.261999977,1.866175415
80210;CONTRE;80160;;CONTRE;49.746134182,2.088345304
91519;RICHARVILLE;91410;;RICHARVILLE;48.468244596,1.998678079
82140;PIQUECOS;82130;;PIQUECOS;44.104810816,1.316219231
80219;COURCELLES SOUS THOIX;80160;;COURCELLES SOUS THOIX;49.721381459,2.076663941
91533;SACLAS;91690;;SACLAS;48.35805762,2.113633134
82147;PUYLAGARDE;82160;;PUYLAGARDE;44.306310337,1.846378778
80221;CRAMONT;80370;;CRAMONT;50.152866137,2.04911622
91534;SACLAY;91400;;SACLAY;48.735923981,2.166033197
82150;REYNIES;82370;;REYNIES;43.926306708,1.414674398
80225;CREUSE;80480;;CREUSE;49.835463664,2.158848275
91540;ST CHERON;91530;;ST CHERON;48.549055433,2.126191471
82152;ST AIGNAN;82100;;ST AIGNAN;44.021177508,1.072787542
80226;CROIX MOLIGNEAUX;80400;;CROIX MOLIGNEAUX;49.82014767,3.000459645
91547;ST ESCOBILLE;91410;;ST ESCOBILLE;48.422589066,1.95754312
82156;ST ARROUMEX;82210;;ST ARROUMEX;43.991806227,0.989277142
80230;CURCHY;80190;MANICOURT;CURCHY;49.779305713,2.869663935
91549;STE GENEVIEVE DES BOIS;91700;;STE GENEVIEVE DES BOIS;48.641188588,2.330441408
82159;ST CIRQ;82300;;ST CIRQ;44.134966692,1.605606457
80232;DAMERY;80700;;DAMERY;49.730878822,2.736904661
91553;ST GERMAIN LES CORBEIL;91250;;ST GERMAIN LES CORBEIL;48.625041408,2.492346563
82160;ST CLAIR;82400;;ST CLAIR;44.152948105,0.94318921
80235;DARGNIES;80570;;DARGNIES;50.0426479,1.529312309
91560;ST JEAN DE BEAUREGARD;91940;VILLEZIERS;ST JEAN DE BEAUREGARD;48.665836914,2.172226269
82165;ST LOUP;82340;;ST LOUP;44.083403629,0.852489979
80238;DERNANCOURT;80300;;DERNANCOURT;49.979223714,2.623799638
91578;ST SULPICE DE FAVIERES;91910;;ST SULPICE DE FAVIERES;48.535680665,2.180494001
82171;ST PORQUIER;82700;;ST PORQUIER;44.008016889,1.182471067
80243;DOMESMONT;80370;;DOMESMONT;50.120279762,2.143307497
91589;SAVIGNY SUR ORGE;91600;;SAVIGNY SUR ORGE;48.68419191,2.349018833
82172;ST PROJET;82160;;ST PROJET;44.311187665,1.770596484
80244;DOMINOIS;80120;;DOMINOIS;50.328341603,1.849491286
91593;SERMAISE;91530;;SERMAISE;48.53083456,2.088227102
82173;ST SARDOS;82600;;ST SARDOS;43.90233485,1.124320635
80248;DOMPIERRE SUR AUTHIE;80150;;DOMPIERRE SUR AUTHIE;50.29535549,1.920873692
91600;SOISY SUR SEINE;91450;;SOISY SUR SEINE;48.66004425,2.462899971
82181;SISTELS;82340;;SISTELS;44.053296965,0.783098473
80249;DOMQUEUR;80620;;DOMQUEUR;50.113373629,2.051789605
91602;SOUZY LA BRICHE;91580;;SOUZY LA BRICHE;48.527330809,2.154282993
82190;VERDUN SUR GARONNE;82600;;VERDUN SUR GARONNE;43.849328871,1.227917186
80253;DOULLENS;80600;;DOULLENS;50.163353323,2.346269856
91613;CONGERVILLE THIONVILLE;91740;;CONGERVILLE THIONVILLE;48.382499029,1.99087837
83010;BARGEME;83840;;BARGEME;43.729949565,6.571045401
80256;DREUIL LES AMIENS;80470;;DREUIL LES AMIENS;49.915680821,2.226160626
91631;VARENNES JARCY;91480;;VARENNES JARCY;48.681024413,2.562784314
83012;BARJOLS;83670;;BARJOLS;43.552469485,5.987665857
80258;DRIENCOURT;80240;;DRIENCOURT;49.957116823,3.005345197
91639;VAYRES SUR ESSONNE;91820;;VAYRES SUR ESSONNE;48.431731467,2.346279905
83013;LA BASTIDE;83840;;LA BASTIDE;43.747937021,6.632908232
80259;DROMESNIL;80640;;DROMESNIL;49.877285514,1.867964261
91654;VIDELLES;91890;;VIDELLES;48.468573055,2.421311702
83021;BRAS;83149;;BRAS;43.470276552,5.958376761
80262;EAUCOURT SUR SOMME;80580;;EAUCOURT SUR SOMME;50.068795106,1.888459779
91665;LA VILLE DU BOIS;91620;;LA VILLE DU BOIS;48.661219416,2.264997188
83027;LA CADIERE D AZUR;83740;;LA CADIERE D AZUR;43.203491632,5.725122471
80265;EMBREVILLE;80570;;EMBREVILLE;50.032692657,1.552415167
92020;CHATILLON;92320;;CHATILLON;48.80363284,2.288340335
83030;CAMPS LA SOURCE;83170;;CAMPS LA SOURCE;43.373075075,6.12023956
80267;ENNEMAIN;80200;;ENNEMAIN;49.840508307,2.957466005
92026;COURBEVOIE;92400;;COURBEVOIE;48.898414495,2.255695763
83035;LE CASTELLET;83330;LA BEGUDE;LE CASTELLET;43.227233319,5.765774017
80268;EPAGNE EPAGNETTE;80580;;EPAGNE EPAGNETTE;50.077136559,1.866870164
92032;FONTENAY AUX ROSES;92260;;FONTENAY AUX ROSES;48.789655005,2.286844555
83046;COTIGNAC;83570;;COTIGNAC;43.523396497,6.14459237
80272;EPENANCOURT;80190;;EPENANCOURT;49.819510216,2.928252171
92035;LA GARENNE COLOMBES;92250;;LA GARENNE COLOMBES;48.906873428,2.245228942
83054;LA FARLEDE;83210;;LA FARLEDE;43.161547887,6.042887492
80280;ERCOURT;80210;;ERCOURT;50.040915986,1.723890596
92050;NANTERRE;92000;;NANTERRE;48.896168757,2.207090178
83057;FLASSANS SUR ISSOLE;83340;;FLASSANS SUR ISSOLE;43.376456675,6.221855089
80293;ETELFAY;80500;;ETELFAY;49.664270318,2.610674901
92062;PUTEAUX;92800;;PUTEAUX;48.883640381,2.238727624
83058;FLAYOSC;83780;;FLAYOSC;43.542368059,6.362986898
80295;ETINEHEM MERICOURT;80340;MERICOURT SUR SOMME;ETINEHEM MERICOURT;49.923746726,2.685324643
92064;ST CLOUD;92210;;ST CLOUD;48.842563081,2.208695657
83061;FREJUS;83370;ST AYGULF;FREJUS;43.471998616,6.763726369
80312;FINS;80360;;FINS;50.041591628,3.041716272
93033;GOURNAY SUR MARNE;93460;;GOURNAY SUR MARNE;48.861105557,2.57585149
83062;LA GARDE;83130;;LA GARDE;43.126817292,6.019395152
80318;FLIXECOURT;80420;;FLIXECOURT;50.010397613,2.079349059
93046;LIVRY GARGAN;93190;;LIVRY GARGAN;48.920002762,2.535619525
83064;GAREOULT;83136;;GAREOULT;43.340180553,6.040515622
80324;FONTAINE LE SEC;80140;;FONTAINE LE SEC;49.943816636,1.804284761
93079;VILLETANEUSE;93430;;VILLETANEUSE;48.957545912,2.345516528
83065;GASSIN;83580;;GASSIN;43.239612711,6.585814204
80327;FONTAINE SUR MAYE;80150;;FONTAINE SUR MAYE;50.236540611,1.930362368
94001;ABLON SUR SEINE;94480;;ABLON SUR SEINE;48.724658139,2.421257167
83068;GRIMAUD;83310;;GRIMAUD;43.282309787,6.533078256
80334;FOSSEMANANT;80160;;FOSSEMANANT;49.802090875,2.190027085
94033;FONTENAY SOUS BOIS;94120;;FONTENAY SOUS BOIS;48.851226859,2.474030123
83069;HYERES;83400;AYGUADE CEINTURON;HYERES;43.116948473,6.158103808
80339;FOUQUESCOURT;80170;;FOUQUESCOURT;49.769997497,2.747087997
94055;ORMESSON SUR MARNE;94490;;ORMESSON SUR MARNE;48.785828066,2.539660672
83069;HYERES;83400;GIENS;HYERES;43.116948473,6.158103808
80340;FOURCIGNY;80290;;FOURCIGNY;49.752435324,1.825394012
94056;PERIGNY;94520;;PERIGNY SUR YERRES;48.696591847,2.561137172
83069;HYERES;83400;ILE DU LEVANT;HYERES;43.116948473,6.158103808
80341;FOURDRINOY;80310;;FOURDRINOY;49.92391599,2.105770006
94068;ST MAUR DES FOSSES;94100;;ST MAUR DES FOSSES;48.798824614,2.494496787
83073;LE LUC;83340;;LE LUC;43.380492372,6.306553979
80359;FRESNOY LES ROYE;80700;;FRESNOY LES ROYE;49.740649706,2.779464981
94069;ST MAURICE;94410;;ST MAURICE;48.818390376,2.437334691
83077;MEOUNES LES MONTRIEUX;83136;;MEOUNES LES MONTRIEUX;43.273712699,5.967082204
80361;FRETTECUISSE;80140;;FRETTECUISSE;49.923137875,1.809952832
94074;VALENTON;94460;;VALENTON;48.752728069,2.461236106
83083;MONTFORT SUR ARGENS;83570;;MONTFORT SUR ARGENS;43.481428079,6.125546986
80365;FRICAMPS;80290;;FRICAMPS;49.818462457,1.99096256
94074;VALENTON;94460;VAL POMPADOUR;VALENTON;48.752728069,2.461236106
83086;LE MUY;83490;;LE MUY;43.46874,6.576981879
80375;GAUVILLE;80290;;GAUVILLE;49.780786112,1.788748005
94075;VILLECRESNES;94440;;VILLECRESNES;48.720848417,2.531345894
83087;NANS LES PINS;83860;;NANS LES PINS;43.379045269,5.784977895
80378;GINCHY;80360;;GINCHY;50.022589311,2.835992529
94078;VILLENEUVE ST GEORGES;94190;;VILLENEUVE ST GEORGES;48.741877726,2.449089194
83088;NEOULES;83136;;NEOULES;43.294362764,6.026162139
80384;GRANDCOURT;80300;;GRANDCOURT;50.069717163,2.711519842
95002;ABLEIGES;95450;;ABLEIGES;49.085390681,1.974876453
83094;LE PLAN DE LA TOUR;83120;;LE PLAN DE LA TOUR;43.338480402,6.547734778
80392;GROUCHES LUCHUEL;80600;;GROUCHES LUCHUEL;50.181566282,2.380783069
95012;AMENUCOURT;95510;;AMENUCOURT;49.110115197,1.649566256
83107;ROQUEBRUNE SUR ARGENS;83520;;ROQUEBRUNE SUR ARGENS;43.428640587,6.651852932
80401;GUILLEMONT;80360;;GUILLEMONT;50.011185811,2.82454038
95024;ARTHIES;95420;;ARTHIES;49.095189656,1.796970834
83109;LA ROQUE ESCLAPON;83840;;LA ROQUE ESCLAPON;43.720954726,6.648787392
80402;GUIZANCOURT;80290;;GUIZANCOURT;49.736152909,1.997348486
95028;ATTAINVILLE;95570;;ATTAINVILLE;49.06037642,2.350739674
83110;ROUGIERS;83170;;ROUGIERS;43.382283448,5.851064648
80406;HALLENCOURT;80490;WANEL;HALLENCOURT;49.995456245,1.875118516
95042;BAILLET EN FRANCE;95560;;BAILLET EN FRANCE;49.058629716,2.302373577
83112;ST CYR SUR MER;83270;;ST CYR SUR MER;43.172604284,5.708900987
80415;HANGEST EN SANTERRE;80134;;HANGEST EN SANTERRE;49.751401755,2.602248457
95055;BELLEFONTAINE;95270;;BELLEFONTAINE;49.092655257,2.469562727
83118;ST RAPHAEL;83700;;ST RAPHAEL;43.457632505,6.847487832
80418;HARDECOURT AUX BOIS;80360;;HARDECOURT AUX BOIS;49.992826018,2.81369434
95056;BELLOY EN FRANCE;95270;;BELLOY EN FRANCE;49.092228842,2.371378479
83124;SEILLANS;83440;;SEILLANS;43.64680917,6.612801997
80421;HATTENCOURT;80700;;HATTENCOURT;49.768422442,2.792429683
95078;BOISSY L AILLERIE;95650;;BOISSY L AILLERIE;49.083308253,2.032280181
83127;SIGNES;83870;;SIGNES;43.277606259,5.857143898
80424;HEBECOURT;80680;;HEBECOURT;49.817914359,2.259527934
95127;CERGY;95000;MENANDON;CERGY;49.039967587,2.051139021
83129;SIX FOURS LES PLAGES;83140;LES LONES;SIX FOURS LES PLAGES;43.0863928,5.827525565
80432;HERLEVILLE;80340;;HERLEVILLE;49.861436563,2.75059145
95139;LA CHAPELLE EN VEXIN;95420;;LA CHAPELLE EN VEXIN;49.184136588,1.728270643
83133;TANNERON;83440;;TANNERON;43.575103131,6.856352088
80435;HESBECOURT;80240;;HESBECOURT;49.946242005,3.140856244
95142;CHARS;95750;;CHARS;49.157814702,1.930801042
83141;TRANS EN PROVENCE;83720;;TRANS EN PROVENCE;43.50209294,6.489066856
80452;JUMEL;80250;;JUMEL;49.762085476,2.323503531
95144;CHATENAY EN FRANCE;95190;;CHATENAY EN FRANCE;49.064897361,2.462793667
83142;TRIGANCE;83840;;TRIGANCE;43.741506371,6.436563889
80464;LANCHERES;80230;;LANCHERES;50.163132465,1.553225095
95166;CLERY EN VEXIN;95420;;CLERY EN VEXIN;49.131528413,1.84893942
84007;AVIGNON;84140;MONTFAVET;AVIGNON;43.935441391,4.841098248
80477;LIGESCOURT;80150;;LIGESCOURT;50.290886313,1.872494132
95199;DOMONT;95330;;DOMONT;49.030025383,2.323249469
84010;LA BASTIDONNE;84120;;LA BASTIDONNE;43.693594717,5.577953312
80478;LIGNIERES;80500;;LIGNIERES LES ROYE;49.671876131,2.64888578
95229;EZANVILLE;95460;;EZANVILLE;49.038584108,2.362267931
84011;LE BEAUCET;84210;;LE BEAUCET;43.974770904,5.130795808
80479;LIGNIERES CHATELAIN;80290;;LIGNIERES CHATELAIN;49.775998357,1.862758121
95254;FREMECOURT;95830;;FREMECOURT;49.123173928,1.993248998
84016;BEDARRIDES;84370;;BEDARRIDES;44.048012659,4.907946161
80480;LIGNIERES EN VIMEU;80140;;LIGNIERES EN VIMEU;49.90977974,1.745247633
95277;GONESSE;95500;;GONESSE;48.986294753,2.457534399
84022;BUISSON;84110;;BUISSON;44.276284942,5.001523495
80484;LIOMER;80430;;LIOMER;49.859392832,1.809221562
95288;GROSLAY;95410;;GROSLAY;48.985398076,2.350437036
84027;CADEROUSSE;84860;;CADEROUSSE;44.110288299,4.743713416
80493;LOUVENCOURT;80560;;LOUVENCOURT;50.09229926,2.505297317
95295;GUIRY EN VEXIN;95450;;GUIRY EN VEXIN;49.115481312,1.856715992
84030;CAROMB;84330;;CAROMB;44.111970943,5.106880021
80496;MACHIEL;80150;;MACHIEL;50.272381546,1.83731909
95298;HARAVILLIERS;95640;;HARAVILLIERS;49.174968669,2.036994982
84032;CASENEUVE;84750;;CASENEUVE;43.888584878,5.479847169
80499;MAILLY RAINEVAL;80110;;MAILLY RAINEVAL;49.742640168,2.449055914
95309;HODENT;95420;;HODENT;49.142472662,1.762560638
84037;CHATEAUNEUF DU PAPE;84230;;CHATEAUNEUF DU PAPE;44.060037857,4.827345437
80504;MALPART;80250;;MALPART;49.693311365,2.497730104
95323;JOUY LE MOUTIER;95280;JOUY LA FONTAINE;JOUY LE MOUTIER;49.010991384,2.033483228
84039;COURTHEZON;84350;;COURTHEZON;44.086786568,4.882075425
80505;CARNOY MAMETZ;80300;MAMETZ;CARNOY MAMETZ;49.996404796,2.748437365
95352;LUZARCHES;95270;;LUZARCHES;49.115413934,2.440757943
84041;CRILLON LE BRAVE;84410;;CRILLON LE BRAVE;44.118183107,5.151254357
80511;MARESTMONTIERS;80500;;MARESTMONTIERS;49.683126468,2.521707531
95353;MAFFLIERS;95560;;MAFFLIERS;49.083860628,2.311957058
84042;CUCURON;84160;;CUCURON;43.778272757,5.443158293
80523;MEAULTE;80300;;MEAULTE;49.975163743,2.668367276
95379;MAUDETOUR EN VEXIN;95420;;MAUDETOUR EN VEXIN;49.111179951,1.783647016
84048;GIGNAC;84400;;GIGNAC;43.92793003,5.523415981
80536;MESNIL BRUNTEL;80200;;MESNIL BRUNTEL;49.897862304,2.962879443
95392;MERIEL;95630;;MERIEL;49.077094583,2.213411713
84060;LAGARDE D APT;84400;;LAGARDE D APT;43.984255113,5.481344492
80537;MESNIL DOMQUEUR;80620;;MESNIL DOMQUEUR;50.133036289,2.064269758
95394;MERY SUR OISE;95540;;MERY SUR OISE;49.05496059,2.174289713
84064;LAPALUD;84840;;LAPALUD;44.306638028,4.67983977
80540;MESNIL MARTINSART;80300;;MESNIL MARTINSART;50.047713477,2.639893011
95395;LE MESNIL AUBRY;95720;;LE MESNIL AUBRY;49.053747992,2.39193391
84087;ORANGE;84100;;ORANGE;44.128989058,4.810276775
80554;MOLLIENS DREUIL;80540;DREUIL LES MOLLIENS;MOLLIENS DREUIL;49.882131333,2.011373331
95429;MONTREUIL SUR EPTE;95770;;MONTREUIL SUR EPTE;49.170217987,1.685467824
84090;PEYPIN D AIGUES;84240;;PEYPIN D AIGUES;43.796321889,5.559406181
80558;MONSURES;80160;;MONSURES;49.710681937,2.161054814
95445;NERVILLE LA FORET;95590;;NERVILLE LA FORET;49.090424616,2.276806471
84100;LA ROQUE ALRIC;84190;;LA ROQUE ALRIC;44.144674981,5.068733958
80559;MONTAGNE FAYEL;80540;;MONTAGNE FAYEL;49.910820655,1.987209
95500;PONTOISE;95300;;PONTOISE;49.051577748,2.094574042
84103;RUSTREL;84400;;RUSTREL;43.929823965,5.475520137
80566;FIEFFES MONTRELET;80670;FIEFFES;FIEFFES MONTRELET;50.090893187,2.216717734
95527;ROISSY EN FRANCE;95700;ROISSY AEROPORT CHARLES DE GAULLE;ROISSY EN FRANCE;49.006657374,2.513698714
84104;SABLET;84110;;SABLET;44.194625067,5.001057038
80571;MORISEL;80110;;MORISEL;49.765153844,2.459769245
95585;SARCELLES;95200;;SARCELLES;48.990236727,2.381117319
84107;ST CHRISTOL;84390;;ST CHRISTOL;44.031283904,5.503658976
80574;MOUFLERS;80690;;MOUFLERS;50.04408634,2.057337952
95604;SURVILLIERS;95470;;SURVILLIERS;49.106233421,2.544084915
84108;ST DIDIER;84210;;ST DIDIER;44.009469643,5.108246227
80576;MOYENCOURT;80400;;MOYENCOURT;49.724185281,2.947409355
95651;VETHEUIL;95510;;VETHEUIL;49.06207605,1.707122338
84109;ST HIPPOLYTE LE GRAVEYRON;84330;;ST HIPPOLYTE LE GRAVEYRON;44.120796433,5.076060908
80580;NAMPONT;80120;;NAMPONT ST MARTIN;50.34207745,1.751142397
95658;VIGNY;95450;;VIGNY;49.080112515,1.930112816
84111;ST MARCELLIN LES VAISON;84110;;ST MARCELLIN LES VAISON;44.237680214,5.101948419
80582;NAMPS MAISNIL;80290;RUMAISNIL;NAMPS MAISNIL;49.806257559,2.122753571
95682;VILLIERS LE SEC;95720;;VILLIERS LE SEC;49.074551975,2.386594087
84115;ST PIERRE DE VASSOLS;84330;;ST PIERRE DE VASSOLS;44.095225784,5.144343084
80582;NAMPS MAISNIL;80290;TAISNIL;NAMPS MAISNIL;49.806257559,2.122753571
97101;LES ABYMES;97139;;LES ABYMES;16.272803162,-61.50181572
84118;ST SATURNIN LES APT;84490;;ST SATURNIN LES APT;43.959082698,5.373238088
80584;NAOURS;80260;;NAOURS;50.045030731,2.284352404
97110;LA DESIRADE;97127;;LA DESIRADE;16.309262679,-61.053906265
84122;SARRIANS;84260;;SARRIANS;44.099418305,4.957307748
80586;NESLE L HOPITAL;80140;;NESLE L HOPITAL;49.914584887,1.692840861
97120;POINTE A PITRE;97110;;POINTE A PITRE;16.236440952,-61.536862242
84133;LA TOUR D AIGUES;84240;;LA TOUR D AIGUES;43.721716606,5.56738522
80596;NEUVILLETTE;80600;;NEUVILLETTE;50.208775007,2.315561458
97125;ST FRANCOIS;97118;;ST FRANCOIS;16.272954641,-61.281131388
84134;TRAVAILLAN;84850;;TRAVAILLAN;44.189438315,4.908368837
80598;NOUVION;80860;;NOUVION;50.214889794,1.780447536
97206;LE DIAMANT;97223;;LE DIAMANT;14.488952175,-61.020781601
84137;VAISON LA ROMAINE;84110;;VAISON LA ROMAINE;44.247876503,5.060194565
80607;OISSY;80540;;OISSY;49.903039598,2.060817779
97209;FORT DE FRANCE;97234;;FORT DE FRANCE;14.6405164,-61.068938362
84141;VEDENE;84270;;VEDENE;43.971115337,4.902945698
80615;OVILLERS LA BOISSELLE;80300;;OVILLERS LA BOISSELLE;50.028742648,2.698224044
97234;BELLEFONTAINE;97222;;BELLEFONTAINE;14.675724872,-61.146704395
84150;VISAN;84820;;VISAN;44.326875817,4.944154695
80616;PARGNY;80190;;PARGNY;49.808827521,2.947771557
97306;MANA;97360;;MANA;4.991230246,-53.645462427
85006;APREMONT;85220;;APREMONT;46.757481493,-1.749021543
80619;PERNOIS;80670;;PERNOIS;50.061344244,2.186166677
97311;ST LAURENT DU MARONI;97320;;ST LAURENT DU MARONI;4.947836087,-53.978023972
85018;BEAUVOIR SUR MER;85230;;BEAUVOIR SUR MER;46.908371715,-2.064139902
80621;HYPERCOURT;80320;HYENCOURT LE GRAND;HYPERCOURT;49.808220053,2.85547364
97352;SAUL;97314;;SAUL;3.913802347,-53.398480389
85019;BELLEVIGNY;85170;BELLEVILLE SUR VIE;BELLEVIGNY;46.790159286,-1.415126923
80622;PICQUIGNY;80310;;PICQUIGNY;49.932828105,2.13943318
97353;MARIPASOULA;97370;;MARIPASOULA;2.967428567,-53.758237404
85022;LE BERNARD;85560;;LE BERNARD;46.447995682,-1.440156684
80631;PONCHES ESTRUVAL;80150;;PONCHES ESTRUVAL;50.310325225,1.875448517
97357;GRAND SANTI;97340;;GRAND SANTI;4.389246127,-54.186330304
85024;BOIS DE CENE;85710;;BOIS DE CENE;46.947935726,-1.896066668
80632;PONT DE METZ;80480;;PONT DE METZ;49.883224932,2.228353678
97358;ST ELIE;97312;;ST ELIE;4.529289206,-53.100581399
85033;BOURNEAU;85200;;BOURNEAU;46.547845177,-0.813809392
80638;POTTE;80190;;POTTE;49.797816513,2.899465109
97360;APATOU;97317;;APATOU;4.830256463,-54.269342801
85040;LA CAILLERE ST HILAIRE;85410;;LA CAILLERE ST HILAIRE;46.629757219,-0.933303213
80658;QUIVIERES;80400;;QUIVIERES;49.82381799,3.032219685
97362;PAPAICHTON;97316;;POMPIDOU PAPA ICHTON;4.042968321,-54.035086566
85045;LA CHAIZE GIRAUD;85220;;LA CHAIZE GIRAUD;46.64759289,-1.81978223
80659;RAINCHEVAL;80600;;RAINCHEVAL;50.07594616,2.439280158
97403;ENTRE DEUX;97414;;ENTRE DEUX;-21.204038195,55.492359292
85047;CHALLANS;85300;;CHALLANS;46.835592146,-1.839886618
80663;RAMBURES;80140;;RAMBURES;49.941271641,1.696029666
97405;PETITE ILE;97429;;PETITE ILE;-21.339620557,55.568851128
85050;LE CHAMP ST PERE;85540;;LE CHAMP ST PERE;46.516055204,-1.339349737
80664;RANCOURT;80360;;RANCOURT;50.003215185,2.903570653
97407;LE PORT;97420;LE PORT MARINE;LE PORT;-20.944125682,55.304499605
85051;CHANTONNAY;85110;;CHANTONNAY;46.669186164,-1.044128773
80672;RIBEMONT SUR ANCRE;80800;;RIBEMONT SUR ANCRE;49.972126795,2.558316135
97407;LE PORT;97420;LE PORT ZUP;LE PORT;-20.944125682,55.304499605
85051;CHANTONNAY;85110;ST PHILBERT DU PONT CHARRAULT;CHANTONNAY;46.669186164,-1.044128773
80674;RIVERY;80136;;RIVERY;49.910414263,2.339282379
97409;ST ANDRE;97440;;ST ANDRE;-20.963355482,55.642351104
85055;LA CHAPELLE PALLUAU;85670;;LA CHAPELLE PALLUAU;46.787637324,-1.62464968
80681;ROUVREL;80250;;ROUVREL;49.767602898,2.417227301
97410;ST BENOIT;97437;STE ANNE;ST BENOIT;-21.091842698,55.649276452
85056;LA CHAPELLE THEMER;85210;;LA CHAPELLE THEMER;46.564256581,-0.959883856
80687;RUBESCOURT;80500;;RUBESCOURT;49.609990249,2.575625532
97411;ST DENIS;97400;BELLE PIERRE;ST DENIS;-20.933029099,55.446977555
85064;CHAUCHE;85140;;CHAUCHE;46.828286388,-1.271365543
80697;ST ACHEUL;80370;;ST ACHEUL;50.19026973,2.162709491
97411;ST DENIS;97417;LA MONTAGNE;ST DENIS;-20.933029099,55.446977555
85066;CHAVAGNES LES REDOUX;85390;;CHAVAGNES LES REDOUX;46.710449071,-0.91515512
80703;ST GERMAIN SUR BRESLE;80430;GUEMICOURT;ST GERMAIN SUR BRESLE;49.82647237,1.745420088
97415;ST PAUL;97434;ST GILLES LES BAINS;ST PAUL;-21.044520611,55.322330771
85080;DOIX LES FONTAINES;85200;DOIX;DOIX LES FONTAINES;46.40090037,-0.807501096
80705;ST LEGER LES AUTHIE;80560;;ST LEGER LES AUTHIE;50.127068638,2.512905271
97415;ST PAUL;97435;ST GILLES LES HAUTS;ST PAUL;-21.044520611,55.322330771
85090;SEVREMONT;85700;LA FLOCELLIERE;SEVREMONT;46.836748277,-0.852801958
80707;ST LEGER SUR BRESLE;80140;;ST LEGER SUR BRESLE;49.871171634,1.720739151
97416;ST PIERRE;97410;TERRE SAINTE;ST PIERRE;-21.312265663,55.49381116
85090;SEVREMONT;85700;LA POMMERAIE SUR SEVRE;SEVREMONT;46.836748277,-0.852801958
80713;ST QUENTIN EN TOURMONT;80120;;ST QUENTIN EN TOURMONT;50.279910713,1.577076545
97420;STE SUZANNE;97441;;STE SUZANNE;-20.945801093,55.593086604
85090;SEVREMONT;85700;ST MICHEL MONT MERCURE;SEVREMONT;46.836748277,-0.852801958
80728;SAULCHOY SOUS POIX;80290;;SAULCHOY SOUS POIX;49.756960012,1.939112978
97422;LE TAMPON;97430;;LE TAMPON;-21.223167157,55.558552873
85100;GIVRAND;85800;;GIVRAND;46.6824279,-1.878036086
80729;SAUVILLERS MONGIVAL;80110;;SAUVILLERS MONGIVAL;49.7200544,2.466051955
97422;LE TAMPON;97430;LES TROIS MARES;LE TAMPON;-21.223167157,55.558552873
85108;L HERBERGEMENT;85260;;L HERBERGEMENT;46.916917491,-1.370700527
80735;SEUX;80540;;SEUX;49.876909727,2.105670944
97422;LE TAMPON;97430;TAMPON 14EME KM;LE TAMPON;-21.223167157,55.558552873
85112;L ILE D OLONNE;85340;;L ILE D OLONNE;46.569670226,-1.773580414
80736;SOREL EN VIMEU;80490;;SOREL EN VIMEU;50.012288401,1.913247215
97424;CILAOS;97413;;CILAOS;-21.143838284,55.458799844
85114;JARD SUR MER;85520;;JARD SUR MER;46.424625982,-1.599805068
80737;SOREL;80240;;SOREL;50.025595641,3.052656833
97603;BANDRELE;97660;;BANDRELE;-12.934333691,45.169235716
85115;LA JAUDONNIERE;85110;;LA JAUDONNIERE;46.648968027,-0.962172
80753;THIEPVAL;80300;;THIEPVAL;50.059928324,2.687540225
97604;BOUENI;97620;;BOUENI;-12.924149701,45.098530658
85123;LIEZ;85420;;LIEZ;46.370035702,-0.705408058
80760;TILLOY FLORIVILLE;80220;;TILLOY FLORIVILLE;49.991707372,1.598398068
97611;MAMOUDZOU;97600;KAWENI;MAMOUDZOU;-12.790231903,45.194781407
